Id,"Case Name","Case Id","Water-binder ratio","Amount of fly ash","Amount of silica fume","Amount of slag","Amount of limestone powder","Amount of Pozzolan","Amount of metakaolin","Fine aggregate","Coarse aggregate",Sp,"Amount of binder","Amount of cement","Type of cement","Amount of water","Specimen size","Transfer coefficient","Test mode","Curing type","Compressive strength",Reference
,,,,,,,,,,kg/m^3,,,kg/m^3,kg/m^3,,kg/m^3,mm,,,,MPa,
18244969,"Compressive strength of concrete at 28 days",2277,0.40,0.40,0.00,0.00,0.00,0.00,0.00,699,1141,0.38,400.0,240.0,po42.5,160.0,,,,,40.90,"陈波, 张亚梅, 郭丽萍. 大掺量粉煤灰混凝土干燥收缩性能[J]. 东南大学学报: 自然科学版, 2007, 37(2): 334-338."
18244970,"Compressive strength of concrete at 28 days",2278,0.40,0.45,0.00,0.00,0.00,0.00,0.00,699,1141,0.38,400.0,220.0,po42.5,160.0,,,,,40.40,"陈波, 张亚梅, 郭丽萍. 大掺量粉煤灰混凝土干燥收缩性能[J]. 东南大学学报: 自然科学版, 2007, 37(2): 334-338."
18244971,"Compressive strength of concrete at 28 days",2279,0.40,0.00,0.00,0.00,0.00,0.00,0.00,710,1158,0.38,380.0,380.0,po42.5,152.0,,,,,51.40,"陈波, 张亚梅, 郭丽萍. 大掺量粉煤灰混凝土干燥收缩性能[J]. 东南大学学报: 自然科学版, 2007, 37(2): 334-338."
18244972,"Compressive strength of concrete at 28 days",2280,0.40,0.35,0.00,0.00,0.00,0.00,0.00,710,1158,0.38,380.0,247.0,po42.5,152.0,,,,,41.00,"陈波, 张亚梅, 郭丽萍. 大掺量粉煤灰混凝土干燥收缩性能[J]. 东南大学学报: 自然科学版, 2007, 37(2): 334-338."
18244973,"Compressive strength of concrete at 28 days",2281,0.40,0.40,0.00,0.00,0.00,0.00,0.00,710,1158,0.38,380.0,228.0,po42.5,152.0,,,,,38.30,"陈波, 张亚梅, 郭丽萍. 大掺量粉煤灰混凝土干燥收缩性能[J]. 东南大学学报: 自然科学版, 2007, 37(2): 334-338."
18244974,"Compressive strength of concrete at 28 days",2282,0.40,0.45,0.00,0.00,0.00,0.00,0.00,710,1158,0.38,380.0,209.0,po42.5,152.0,,,,,36.70,"陈波, 张亚梅, 郭丽萍. 大掺量粉煤灰混凝土干燥收缩性能[J]. 东南大学学报: 自然科学版, 2007, 37(2): 334-338."
18244975,"Compressive strength of concrete at 28 days",2283,0.40,0.00,0.00,0.00,0.00,0.00,0.00,758,1138,0.40,360.0,360.0,po42.5,144.0,,,,,51.00,"陈波, 张亚梅, 郭丽萍. 大掺量粉煤灰混凝土干燥收缩性能[J]. 东南大学学报: 自然科学版, 2007, 37(2): 334-338."
18244976,"Compressive strength of concrete at 28 days",2284,0.40,0.35,0.00,0.00,0.00,0.00,0.00,758,1138,0.40,360.0,234.0,po42.5,144.0,,,,,40.20,"陈波, 张亚梅, 郭丽萍. 大掺量粉煤灰混凝土干燥收缩性能[J]. 东南大学学报: 自然科学版, 2007, 37(2): 334-338."
18244977,"Compressive strength of concrete at 28 days",2285,0.40,0.40,0.00,0.00,0.00,0.00,0.00,758,1138,0.40,360.0,216.0,po42.5,144.0,,,,,36.30,"陈波, 张亚梅, 郭丽萍. 大掺量粉煤灰混凝土干燥收缩性能[J]. 东南大学学报: 自然科学版, 2007, 37(2): 334-338."
18244978,"Compressive strength of concrete at 28 days",2286,0.40,0.45,0.00,0.00,0.00,0.00,0.00,758,1138,0.40,360.0,198.0,po42.5,144.0,,,,,32.80,"陈波, 张亚梅, 郭丽萍. 大掺量粉煤灰混凝土干燥收缩性能[J]. 东南大学学报: 自然科学版, 2007, 37(2): 334-338."
18244979,"Compressive strength of concrete at 28 days",2287,0.40,0.35,0.00,0.00,0.00,0.00,0.00,699,1141,0.38,400.0,260.0,po42.5,160.0,,,,,48.00,"陈波, 张亚梅, 郭丽萍. 大掺量粉煤灰混凝土干燥收缩性能[J]. 东南大学学报: 自然科学版, 2007, 37(2): 334-338."
18244980,"Compressive strength of concrete at 28 days",2288,0.40,0.40,0.00,0.00,0.00,0.00,0.00,699,1141,0.38,400.0,240.0,po42.5,160.0,,,,,45.50,"陈波, 张亚梅, 郭丽萍. 大掺量粉煤灰混凝土干燥收缩性能[J]. 东南大学学报: 自然科学版, 2007, 37(2): 334-338."
18244981,"Compressive strength of concrete at 28 days",2289,0.40,0.45,0.00,0.00,0.00,0.00,0.00,699,1141,0.38,400.0,220.0,po42.5,160.0,,,,,40.20,"陈波, 张亚梅, 郭丽萍. 大掺量粉煤灰混凝土干燥收缩性能[J]. 东南大学学报: 自然科学版, 2007, 37(2): 334-338."
18244982,"Compressive strength of concrete at 28 days",2290,0.35,0.00,0.00,0.00,0.00,0.00,0.00,694,1085,0.39,460.0,460.0,"pi 42.5",161.0,100,,,,68.26,"赵晖, 孙伟, 高波, 等. 粉煤灰品质对混凝土性能影响研究[J]. 应用基础与工程科学学报, 2012, 20(3): 484-491."
18244983,"Compressive strength of concrete at 28 days",2291,0.35,0.20,0.00,0.00,0.00,0.00,0.00,694,1085,0.39,460.0,368.0,"pi 42.5",161.0,100,,,,67.85,"赵晖, 孙伟, 高波, 等. 粉煤灰品质对混凝土性能影响研究[J]. 应用基础与工程科学学报, 2012, 20(3): 484-491."
18244984,"Compressive strength of concrete at 28 days",2292,0.35,0.20,0.00,0.00,0.00,0.00,0.00,694,1085,0.39,460.0,368.0,"pi 42.5",161.0,100,,,,60.08,"赵晖, 孙伟, 高波, 等. 粉煤灰品质对混凝土性能影响研究[J]. 应用基础与工程科学学报, 2012, 20(3): 484-491."
18244985,"Compressive strength of concrete at 28 days",2293,0.45,0.00,0.00,0.00,0.00,0.00,0.00,675,1210,0.36,355.0,355.0,po42.5r,160.0,,,,,42.70,"元成方, 牛荻涛. 海洋大气环境下粉煤灰混凝土耐久性研究[J]. 硅酸盐通报, 2012, 31(1): 1-6."
18244986,"Compressive strength of concrete at 28 days",2294,0.45,0.10,0.00,0.00,0.00,0.00,0.00,675,1210,0.36,355.0,319.5,po42.5r,160.0,,,,,37.20,"元成方, 牛荻涛. 海洋大气环境下粉煤灰混凝土耐久性研究[J]. 硅酸盐通报, 2012, 31(1): 1-6."
18244987,"Compressive strength of concrete at 28 days",2295,0.45,0.20,0.00,0.00,0.00,0.00,0.00,675,1210,0.36,355.0,284.0,po42.5r,160.0,,,,,39.70,"元成方, 牛荻涛. 海洋大气环境下粉煤灰混凝土耐久性研究[J]. 硅酸盐通报, 2012, 31(1): 1-6."
18244988,"Compressive strength of concrete at 28 days",2296,0.45,0.30,0.00,0.00,0.00,0.00,0.00,675,1210,0.36,355.0,248.5,po42.5r,160.0,,,,,35.70,"元成方, 牛荻涛. 海洋大气环境下粉煤灰混凝土耐久性研究[J]. 硅酸盐通报, 2012, 31(1): 1-6."
18244989,"Compressive strength of concrete at 28 days",2297,0.60,0.00,0.00,0.00,0.00,0.00,0.00,794,1143,0.41,300.0,300.0,po42.5r,180.0,100,,,,29.90,"何廷树, 苏富赟, 包先诚, 等. 不同水胶比下矿渣粉与粉煤灰对混凝土强度及抗氯离子渗透性能的影响[J]. 混凝土, 2010 (1): 86-88."
18244990,"Compressive strength of concrete at 28 days",2298,0.60,0.00,0.00,0.17,0.00,0.00,0.00,794,1143,0.41,300.0,249.0,po42.5r,180.0,100,,,,32.20,"何廷树, 苏富赟, 包先诚, 等. 不同水胶比下矿渣粉与粉煤灰对混凝土强度及抗氯离子渗透性能的影响[J]. 混凝土, 2010 (1): 86-88."
18244991,"Compressive strength of concrete at 28 days",2299,0.60,0.00,0.00,0.40,0.00,0.00,0.00,794,1143,0.41,300.0,180.0,po42.5r,180.0,100,,,,33.60,"何廷树, 苏富赟, 包先诚, 等. 不同水胶比下矿渣粉与粉煤灰对混凝土强度及抗氯离子渗透性能的影响[J]. 混凝土, 2010 (1): 86-88."
18244992,"Compressive strength of concrete at 28 days",2300,0.60,0.20,0.00,0.00,0.00,0.00,0.00,794,1143,0.41,300.0,240.0,po42.5r,180.0,100,,,,23.00,"何廷树, 苏富赟, 包先诚, 等. 不同水胶比下矿渣粉与粉煤灰对混凝土强度及抗氯离子渗透性能的影响[J]. 混凝土, 2010 (1): 86-88."
18244993,"Compressive strength of concrete at 28 days",2301,0.60,0.20,0.00,0.17,0.00,0.00,0.00,794,1143,0.41,300.0,189.0,po42.5r,180.0,100,,,,28.90,"何廷树, 苏富赟, 包先诚, 等. 不同水胶比下矿渣粉与粉煤灰对混凝土强度及抗氯离子渗透性能的影响[J]. 混凝土, 2010 (1): 86-88."
18244994,"Compressive strength of concrete at 28 days",2302,0.60,0.20,0.00,0.40,0.00,0.00,0.00,794,1143,0.41,300.0,120.0,po42.5r,180.0,100,,,,22.80,"何廷树, 苏富赟, 包先诚, 等. 不同水胶比下矿渣粉与粉煤灰对混凝土强度及抗氯离子渗透性能的影响[J]. 混凝土, 2010 (1): 86-88."
18244995,"Compressive strength of concrete at 28 days",2303,0.50,0.00,0.00,0.00,0.00,0.00,0.00,794,1096,0.42,360.0,360.0,po42.5r,180.0,100,,,,40.60,"何廷树, 苏富赟, 包先诚, 等. 不同水胶比下矿渣粉与粉煤灰对混凝土强度及抗氯离子渗透性能的影响[J]. 混凝土, 2010 (1): 86-88."
18244996,"Compressive strength of concrete at 28 days",2304,0.50,0.00,0.00,0.17,0.00,0.00,0.00,794,1096,0.42,360.2,299.0,po42.5r,180.0,100,,,,43.30,"何廷树, 苏富赟, 包先诚, 等. 不同水胶比下矿渣粉与粉煤灰对混凝土强度及抗氯离子渗透性能的影响[J]. 混凝土, 2010 (1): 86-88."
18244997,"Compressive strength of concrete at 28 days",2305,0.50,0.00,0.00,0.40,0.00,0.00,0.00,794,1096,0.42,360.0,216.0,po42.5r,180.0,100,,,,47.80,"何廷树, 苏富赟, 包先诚, 等. 不同水胶比下矿渣粉与粉煤灰对混凝土强度及抗氯离子渗透性能的影响[J]. 混凝土, 2010 (1): 86-88."
18244998,"Compressive strength of concrete at 28 days",2306,0.50,0.20,0.00,0.00,0.00,0.00,0.00,794,1096,0.42,360.0,288.0,po42.5r,180.0,100,,,,35.10,"何廷树, 苏富赟, 包先诚, 等. 不同水胶比下矿渣粉与粉煤灰对混凝土强度及抗氯离子渗透性能的影响[J]. 混凝土, 2010 (1): 86-88."
18244999,"Compressive strength of concrete at 28 days",2307,0.50,0.20,0.00,0.17,0.00,0.00,0.00,794,1096,0.42,360.3,227.0,po42.5r,180.0,100,,,,39.10,"何廷树, 苏富赟, 包先诚, 等. 不同水胶比下矿渣粉与粉煤灰对混凝土强度及抗氯离子渗透性能的影响[J]. 混凝土, 2010 (1): 86-88."
18245000,"Compressive strength of concrete at 28 days",2308,0.50,0.20,0.00,0.40,0.00,0.00,0.00,794,1096,0.42,360.0,144.0,po42.5r,180.0,100,,,,36.40,"何廷树, 苏富赟, 包先诚, 等. 不同水胶比下矿渣粉与粉煤灰对混凝土强度及抗氯离子渗透性能的影响[J]. 混凝土, 2010 (1): 86-88."
18245001,"Compressive strength of concrete at 28 days",2309,0.28,0.00,0.00,0.00,0.00,0.00,0.00,711,1024,0.41,550.0,550.0,po42.5r,155.0,100,,,,58.80,"何廷树, 苏富赟, 包先诚, 等. 不同水胶比下矿渣粉与粉煤灰对混凝土强度及抗氯离子渗透性能的影响[J]. 混凝土, 2010 (1): 86-88."
18245002,"Compressive strength of concrete at 28 days",2310,0.28,0.00,0.00,0.17,0.00,0.00,0.00,711,1024,0.41,549.4,456.0,po42.5r,155.0,100,,,,66.80,"何廷树, 苏富赟, 包先诚, 等. 不同水胶比下矿渣粉与粉煤灰对混凝土强度及抗氯离子渗透性能的影响[J]. 混凝土, 2010 (1): 86-88."
18245003,"Compressive strength of concrete at 28 days",2311,0.28,0.00,0.00,0.40,0.00,0.00,0.00,711,1024,0.41,550.0,330.0,po42.5r,155.0,100,,,,67.10,"何廷树, 苏富赟, 包先诚, 等. 不同水胶比下矿渣粉与粉煤灰对混凝土强度及抗氯离子渗透性能的影响[J]. 混凝土, 2010 (1): 86-88."
18245004,"Compressive strength of concrete at 28 days",2312,0.28,0.20,0.00,0.00,0.00,0.00,0.00,711,1024,0.41,550.0,440.0,po42.5r,155.0,100,,,,57.70,"何廷树, 苏富赟, 包先诚, 等. 不同水胶比下矿渣粉与粉煤灰对混凝土强度及抗氯离子渗透性能的影响[J]. 混凝土, 2010 (1): 86-88."
18245005,"Compressive strength of concrete at 28 days",2313,0.28,0.20,0.00,0.17,0.00,0.00,0.00,711,1024,0.41,549.2,346.0,po42.5r,155.0,100,,,,63.70,"何廷树, 苏富赟, 包先诚, 等. 不同水胶比下矿渣粉与粉煤灰对混凝土强度及抗氯离子渗透性能的影响[J]. 混凝土, 2010 (1): 86-88."
18245006,"Compressive strength of concrete at 28 days",2314,0.28,0.20,0.00,0.40,0.00,0.00,0.00,711,1024,0.41,550.0,220.0,po42.5r,155.0,100,,,,55.00,"何廷树, 苏富赟, 包先诚, 等. 不同水胶比下矿渣粉与粉煤灰对混凝土强度及抗氯离子渗透性能的影响[J]. 混凝土, 2010 (1): 86-88."
18245007,"Compressive strength of concrete at 28 days",2315,0.42,0.00,0.00,0.00,0.00,0.00,0.00,781,1079,0.42,380.0,380.0,"pii 42.5r",160.0,,,,,47.13,"谈海涛, 姜征东, 王新瑞. 掺粉煤灰和矿粉的高性能混凝土的力学性能研究[J]. 粉煤灰综合利用, 2012, 2: 25-27."
18245008,"Compressive strength of concrete at 28 days",2316,0.42,0.10,0.00,0.00,0.00,0.00,0.00,781,1079,0.42,380.0,342.0,"pii 42.5r",160.0,,,,,49.00,"谈海涛, 姜征东, 王新瑞. 掺粉煤灰和矿粉的高性能混凝土的力学性能研究[J]. 粉煤灰综合利用, 2012, 2: 25-27."
18245009,"Compressive strength of concrete at 28 days",2317,0.42,0.20,0.00,0.00,0.00,0.00,0.00,781,1079,0.42,380.0,304.0,"pii 42.5r",160.0,,,,,49.30,"谈海涛, 姜征东, 王新瑞. 掺粉煤灰和矿粉的高性能混凝土的力学性能研究[J]. 粉煤灰综合利用, 2012, 2: 25-27."
18245010,"Compressive strength of concrete at 28 days",2318,0.42,0.30,0.00,0.00,0.00,0.00,0.00,781,1079,0.42,380.0,266.0,"pii 42.5r",160.0,,,,,49.03,"谈海涛, 姜征东, 王新瑞. 掺粉煤灰和矿粉的高性能混凝土的力学性能研究[J]. 粉煤灰综合利用, 2012, 2: 25-27."
18245011,"Compressive strength of concrete at 28 days",2319,0.42,0.50,0.00,0.00,0.00,0.00,0.00,781,1079,0.42,380.0,190.0,"pii 42.5r",160.0,,,,,36.16,"谈海涛, 姜征东, 王新瑞. 掺粉煤灰和矿粉的高性能混凝土的力学性能研究[J]. 粉煤灰综合利用, 2012, 2: 25-27."
18245012,"Compressive strength of concrete at 28 days",2320,0.42,0.60,0.00,0.00,0.00,0.00,0.00,781,1079,0.42,380.0,152.0,"pii 42.5r",160.0,,,,,31.39,"谈海涛, 姜征东, 王新瑞. 掺粉煤灰和矿粉的高性能混凝土的力学性能研究[J]. 粉煤灰综合利用, 2012, 2: 25-27."
18245013,"Compressive strength of concrete at 28 days",2321,0.42,0.00,0.00,0.10,0.00,0.00,0.00,781,1079,0.42,380.0,342.0,"pii 42.5r",160.0,,,,,52.62,"谈海涛, 姜征东, 王新瑞. 掺粉煤灰和矿粉的高性能混凝土的力学性能研究[J]. 粉煤灰综合利用, 2012, 2: 25-27."
18245014,"Compressive strength of concrete at 28 days",2322,0.42,0.00,0.00,0.20,0.00,0.00,0.00,781,1079,0.42,380.0,304.0,"pii 42.5r",160.0,,,,,49.31,"谈海涛, 姜征东, 王新瑞. 掺粉煤灰和矿粉的高性能混凝土的力学性能研究[J]. 粉煤灰综合利用, 2012, 2: 25-27."
18245015,"Compressive strength of concrete at 28 days",2323,0.42,0.00,0.00,0.30,0.00,0.00,0.00,781,1079,0.42,380.0,266.0,"pii 42.5r",160.0,,,,,45.64,"谈海涛, 姜征东, 王新瑞. 掺粉煤灰和矿粉的高性能混凝土的力学性能研究[J]. 粉煤灰综合利用, 2012, 2: 25-27."
18245016,"Compressive strength of concrete at 28 days",2324,0.42,0.00,0.00,0.50,0.00,0.00,0.00,781,1079,0.42,380.0,190.0,"pii 42.5r",160.0,,,,,44.52,"谈海涛, 姜征东, 王新瑞. 掺粉煤灰和矿粉的高性能混凝土的力学性能研究[J]. 粉煤灰综合利用, 2012, 2: 25-27."
18245017,"Compressive strength of concrete at 28 days",2325,0.42,0.00,0.00,0.60,0.00,0.00,0.00,781,1079,0.42,380.0,152.0,"pii 42.5r",160.0,,,,,41.18,"谈海涛, 姜征东, 王新瑞. 掺粉煤灰和矿粉的高性能混凝土的力学性能研究[J]. 粉煤灰综合利用, 2012, 2: 25-27."
18245018,"Compressive strength of concrete at 28 days",2326,0.42,0.10,0.00,0.10,0.00,0.00,0.00,781,1079,0.42,380.0,304.0,"pii 42.5r",160.0,,,,,43.68,"谈海涛, 姜征东, 王新瑞. 掺粉煤灰和矿粉的高性能混凝土的力学性能研究[J]. 粉煤灰综合利用, 2012, 2: 25-27."
18245019,"Compressive strength of concrete at 28 days",2327,0.42,0.10,0.00,0.20,0.00,0.00,0.00,781,1079,0.42,380.0,266.0,"pii 42.5r",160.0,,,,,40.03,"谈海涛, 姜征东, 王新瑞. 掺粉煤灰和矿粉的高性能混凝土的力学性能研究[J]. 粉煤灰综合利用, 2012, 2: 25-27."
18245020,"Compressive strength of concrete at 28 days",2328,0.42,0.15,0.00,0.15,0.00,0.00,0.00,781,1079,0.42,380.0,266.0,"pii 42.5r",160.0,,,,,42.07,"谈海涛, 姜征东, 王新瑞. 掺粉煤灰和矿粉的高性能混凝土的力学性能研究[J]. 粉煤灰综合利用, 2012, 2: 25-27."
18245021,"Compressive strength of concrete at 28 days",2329,0.42,0.20,0.00,0.10,0.00,0.00,0.00,781,1079,0.42,380.0,266.0,"pii 42.5r",160.0,,,,,51.73,"谈海涛, 姜征东, 王新瑞. 掺粉煤灰和矿粉的高性能混凝土的力学性能研究[J]. 粉煤灰综合利用, 2012, 2: 25-27."
18245022,"Compressive strength of concrete at 28 days",2330,0.42,0.10,0.00,0.40,0.00,0.00,0.00,781,1079,0.42,380.0,190.0,"pii 42.5r",160.0,,,,,37.34,"谈海涛, 姜征东, 王新瑞. 掺粉煤灰和矿粉的高性能混凝土的力学性能研究[J]. 粉煤灰综合利用, 2012, 2: 25-27."
18245023,"Compressive strength of concrete at 28 days",2331,0.42,0.20,0.00,0.30,0.00,0.00,0.00,781,1079,0.42,380.0,190.0,"pii 42.5r",160.0,,,,,39.90,"谈海涛, 姜征东, 王新瑞. 掺粉煤灰和矿粉的高性能混凝土的力学性能研究[J]. 粉煤灰综合利用, 2012, 2: 25-27."
18245024,"Compressive strength of concrete at 28 days",2332,0.42,0.30,0.00,0.20,0.00,0.00,0.00,781,1079,0.42,380.0,190.0,"pii 42.5r",160.0,,,,,34.78,"谈海涛, 姜征东, 王新瑞. 掺粉煤灰和矿粉的高性能混凝土的力学性能研究[J]. 粉煤灰综合利用, 2012, 2: 25-27."
18245025,"Compressive strength of concrete at 28 days",2333,0.42,0.40,0.00,0.10,0.00,0.00,0.00,781,1079,0.42,380.0,190.0,"pii 42.5r",160.0,,,,,29.67,"谈海涛, 姜征东, 王新瑞. 掺粉煤灰和矿粉的高性能混凝土的力学性能研究[J]. 粉煤灰综合利用, 2012, 2: 25-27."
18245026,"Compressive strength of concrete at 28 days",2334,0.42,0.10,0.00,0.50,0.00,0.00,0.00,781,1079,0.42,380.0,152.0,"pii 42.5r",160.0,,,,,33.62,"谈海涛, 姜征东, 王新瑞. 掺粉煤灰和矿粉的高性能混凝土的力学性能研究[J]. 粉煤灰综合利用, 2012, 2: 25-27."
18245027,"Compressive strength of concrete at 28 days",2335,0.42,0.20,0.00,0.40,0.00,0.00,0.00,781,1079,0.42,380.0,152.0,"pii 42.5r",160.0,,,,,32.77,"谈海涛, 姜征东, 王新瑞. 掺粉煤灰和矿粉的高性能混凝土的力学性能研究[J]. 粉煤灰综合利用, 2012, 2: 25-27."
18245028,"Compressive strength of concrete at 28 days",2336,0.42,0.40,0.00,0.20,0.00,0.00,0.00,781,1079,0.42,380.0,152.0,"pii 42.5r",160.0,,,,,33.65,"谈海涛, 姜征东, 王新瑞. 掺粉煤灰和矿粉的高性能混凝土的力学性能研究[J]. 粉煤灰综合利用, 2012, 2: 25-27."
18245029,"Compressive strength of concrete at 28 days",2337,0.42,0.50,0.00,0.10,0.00,0.00,0.00,781,1079,0.42,380.0,152.0,"pii 42.5r",160.0,,,,,32.71,"谈海涛, 姜征东, 王新瑞. 掺粉煤灰和矿粉的高性能混凝土的力学性能研究[J]. 粉煤灰综合利用, 2012, 2: 25-27."
18245030,"Compressive strength of concrete at 28 days",2338,0.39,0.00,0.00,0.00,0.00,0.00,0.00,722,1040,0.41,440.0,440.0,po42.5r,171.6,,,,,51.60,"王静静, 武斌, 刘高凯. 大掺量矿物掺合料对混凝土性能的影响[J]. 粉煤灰, 2015 (3): 39-42."
18245031,"Compressive strength of concrete at 28 days",2339,0.37,0.10,0.00,0.00,0.00,0.00,0.00,713,1026,0.41,462.0,418.0,po42.5r,170.9,,,,,46.80,"王静静, 武斌, 刘高凯. 大掺量矿物掺合料对混凝土性能的影响[J]. 粉煤灰, 2015 (3): 39-42."
18245032,"Compressive strength of concrete at 28 days",2340,0.36,0.18,0.00,0.00,0.00,0.00,0.00,704,1012,0.41,484.0,396.0,po42.5r,174.2,,,,,44.23,"王静静, 武斌, 刘高凯. 大掺量矿物掺合料对混凝土性能的影响[J]. 粉煤灰, 2015 (3): 39-42."
18245033,"Compressive strength of concrete at 28 days",2341,0.39,0.26,0.00,0.00,0.00,0.00,0.00,695,999,0.41,506.0,374.0,po42.5r,197.3,,,,,45.10,"王静静, 武斌, 刘高凯. 大掺量矿物掺合料对混凝土性能的影响[J]. 粉煤灰, 2015 (3): 39-42."
18245034,"Compressive strength of concrete at 28 days",2342,0.39,0.33,0.00,0.00,0.00,0.00,0.00,685,986,0.41,528.0,352.0,po42.5r,205.9,,,,,47.30,"王静静, 武斌, 刘高凯. 大掺量矿物掺合料对混凝土性能的影响[J]. 粉煤灰, 2015 (3): 39-42."
18245035,"Compressive strength of concrete at 28 days",2343,0.40,0.00,0.00,0.10,0.00,0.00,0.00,722,1040,0.41,462.0,418.0,po42.5r,184.8,,,,,51.99,"王静静, 武斌, 刘高凯. 大掺量矿物掺合料对混凝土性能的影响[J]. 粉煤灰, 2015 (3): 39-42."
18245036,"Compressive strength of concrete at 28 days",2344,0.40,0.00,0.00,0.20,0.00,0.00,0.00,722,1040,0.41,440.0,352.0,po42.5r,176.0,,,,,52.65,"王静静, 武斌, 刘高凯. 大掺量矿物掺合料对混凝土性能的影响[J]. 粉煤灰, 2015 (3): 39-42."
18245037,"Compressive strength of concrete at 28 days",2345,0.40,0.00,0.00,0.30,0.00,0.00,0.00,722,1040,0.41,440.0,308.0,po42.5r,176.0,,,,,53.52,"王静静, 武斌, 刘高凯. 大掺量矿物掺合料对混凝土性能的影响[J]. 粉煤灰, 2015 (3): 39-42."
18245038,"Compressive strength of concrete at 28 days",2346,0.42,0.00,0.00,0.40,0.00,0.00,0.00,722,1040,0.41,440.0,264.0,po42.5r,184.8,,,,,51.12,"王静静, 武斌, 刘高凯. 大掺量矿物掺合料对混凝土性能的影响[J]. 粉煤灰, 2015 (3): 39-42."
18245039,"Compressive strength of concrete at 28 days",2347,0.38,0.10,0.00,0.10,0.00,0.00,0.00,704,1012,0.41,462.0,374.0,po42.5r,175.6,,,,,51.87,"王静静, 武斌, 刘高凯. 大掺量矿物掺合料对混凝土性能的影响[J]. 粉煤灰, 2015 (3): 39-42."
18245040,"Compressive strength of concrete at 28 days",2348,0.38,0.18,0.00,0.18,0.00,0.00,0.00,704,1012,0.41,484.0,308.0,po42.5r,183.9,,,,,49.10,"王静静, 武斌, 刘高凯. 大掺量矿物掺合料对混凝土性能的影响[J]. 粉煤灰, 2015 (3): 39-42."
18245041,"Compressive strength of concrete at 28 days",2349,0.37,0.18,0.00,0.27,0.00,0.00,0.00,704,1012,0.41,484.0,264.0,po42.5r,179.1,,,,,55.24,"王静静, 武斌, 刘高凯. 大掺量矿物掺合料对混凝土性能的影响[J]. 粉煤灰, 2015 (3): 39-42."
18245042,"Compressive strength of concrete at 28 days",2350,0.39,0.26,0.00,0.17,0.00,0.00,0.00,695,999,0.41,506.0,286.0,po42.5r,197.3,,,,,50.43,"王静静, 武斌, 刘高凯. 大掺量矿物掺合料对混凝土性能的影响[J]. 粉煤灰, 2015 (3): 39-42."
18245043,"Compressive strength of concrete at 28 days",2351,0.39,0.26,0.00,0.26,0.00,0.00,0.00,695,999,0.41,506.0,242.0,po42.5r,197.3,,,,,52.25,"王静静, 武斌, 刘高凯. 大掺量矿物掺合料对混凝土性能的影响[J]. 粉煤灰, 2015 (3): 39-42."
18245044,"Compressive strength of concrete at 28 days",2352,0.57,0.00,0.00,0.00,0.00,0.00,0.00,744.9,1215.3,0.38,280.0,280.0,pi42.5,160.0,100,,,水养,38.40,"朱蓓蓉, 杨全兵. 不同品质粉煤灰对混凝土性能的影响及其作用的评价[J]. 粉煤灰综合利用, 2004, 4: 10-12."
18245045,"Compressive strength of concrete at 28 days",2353,0.57,0.25,0.00,0.00,0.00,0.00,0.00,735.6,1200.1,0.38,280.0,210.0,pi42.5,160.0,100,,,水养,28.60,"朱蓓蓉, 杨全兵. 不同品质粉煤灰对混凝土性能的影响及其作用的评价[J]. 粉煤灰综合利用, 2004, 4: 10-12."
18245046,"Compressive strength of concrete at 28 days",2354,0.57,0.35,0.00,0.00,0.00,0.00,0.00,731.8,1194,0.38,280.0,182.0,pi42.5,160.0,100,,,水养,25.60,"朱蓓蓉, 杨全兵. 不同品质粉煤灰对混凝土性能的影响及其作用的评价[J]. 粉煤灰综合利用, 2004, 4: 10-12."
18245047,"Compressive strength of concrete at 28 days",2355,0.57,0.45,0.00,0.00,0.00,0.00,0.00,728.1,1188,0.38,280.0,154.0,pi42.5,160.0,100,,,水养,21.60,"朱蓓蓉, 杨全兵. 不同品质粉煤灰对混凝土性能的影响及其作用的评价[J]. 粉煤灰综合利用, 2004, 4: 10-12."
18245048,"Compressive strength of concrete at 28 days",2356,0.57,0.25,0.00,0.00,0.00,0.00,0.00,735.6,1200.1,0.38,280.0,210.0,pi42.5,160.0,100,,,水养,28.20,"朱蓓蓉, 杨全兵. 不同品质粉煤灰对混凝土性能的影响及其作用的评价[J]. 粉煤灰综合利用, 2004, 4: 10-12."
18245049,"Compressive strength of concrete at 28 days",2357,0.57,0.35,0.00,0.00,0.00,0.00,0.00,731.8,1194,0.38,280.0,182.0,pi42.5,160.0,100,,,水养,26.30,"朱蓓蓉, 杨全兵. 不同品质粉煤灰对混凝土性能的影响及其作用的评价[J]. 粉煤灰综合利用, 2004, 4: 10-12."
18245050,"Compressive strength of concrete at 28 days",2358,0.57,0.45,0.00,0.00,0.00,0.00,0.00,728.1,1188,0.38,280.0,154.0,pi42.5,160.0,100,,,水养,20.20,"朱蓓蓉, 杨全兵. 不同品质粉煤灰对混凝土性能的影响及其作用的评价[J]. 粉煤灰综合利用, 2004, 4: 10-12."
18245051,"Compressive strength of concrete at 28 days",2359,0.63,0.25,0.00,0.00,0.00,0.00,0.00,720.4,1175.5,0.38,280.0,210.0,pi42.5,175.0,100,,,水养,26.50,"朱蓓蓉, 杨全兵. 不同品质粉煤灰对混凝土性能的影响及其作用的评价[J]. 粉煤灰综合利用, 2004, 4: 10-12."
