Id,"Case Name","Case Id","Water-binder ratio","Amount of fly ash","Amount of silica fume","Amount of slag","Amount of limestone powder","Amount of Pozzolan","Amount of metakaolin","Fine aggregate","Coarse aggregate",Sp,"Amount of binder","Amount of cement","Type of cement","Amount of water","Specimen size","Transfer coefficient","Test mode","Curing type","Compressive strength",Reference
,,,,,,,,,,kg/m^3,,,kg/m^3,kg/m^3,,kg/m^3,mm,,,,MPa,
18242693,"Compressive strength of concrete at 28 days",1,0.45,0.00,0.00,0.00,0.00,0.00,0.00,850,1250,0.40,390.0,390.0,po42.5,175.0,100,×0.95,GB50081,标养,42.10,"王能. 不同养护条件对粉煤灰混凝土抗碳化性能的影响[D]. 浙江工业大学, 2014."
18242694,"Compressive strength of concrete at 28 days",2,0.45,0.15,0.00,0.00,0.00,0.00,0.00,850,1250,0.40,390.0,331.5,po42.5,175.0,100,×0.95,GB50081,标养,45.80,"王能. 不同养护条件对粉煤灰混凝土抗碳化性能的影响[D]. 浙江工业大学, 2014."
18242695,"Compressive strength of concrete at 28 days",3,0.45,0.25,0.00,0.00,0.00,0.00,0.00,850,1250,0.40,390.0,292.5,po42.5,175.0,100,×0.95,GB50081,标养,42.90,"王能. 不同养护条件对粉煤灰混凝土抗碳化性能的影响[D]. 浙江工业大学, 2014."
18242696,"Compressive strength of concrete at 28 days",4,0.45,0.35,0.00,0.00,0.00,0.00,0.00,850,1250,0.40,390.0,253.5,po42.5,175.0,100,×0.95,GB50081,标养,29.40,"王能. 不同养护条件对粉煤灰混凝土抗碳化性能的影响[D]. 浙江工业大学, 2014."
18242697,"Compressive strength of concrete at 28 days",5,0.40,0.00,0.00,0.00,0.00,0.00,0.00,850,1250,0.40,440.0,440.0,po42.5,175.0,100,×0.95,GB50081,标养,50.10,"王能. 不同养护条件对粉煤灰混凝土抗碳化性能的影响[D]. 浙江工业大学, 2014."
18242698,"Compressive strength of concrete at 28 days",6,0.40,0.15,0.00,0.00,0.00,0.00,0.00,850,1250,0.40,440.0,374.0,po42.5,175.0,100,×0.95,GB50081,标养,49.60,"王能. 不同养护条件对粉煤灰混凝土抗碳化性能的影响[D]. 浙江工业大学, 2014."
18242699,"Compressive strength of concrete at 28 days",7,0.40,0.25,0.00,0.00,0.00,0.00,0.00,850,1250,0.40,440.0,330.0,po42.5,175.0,100,×0.95,GB50081,标养,48.10,"王能. 不同养护条件对粉煤灰混凝土抗碳化性能的影响[D]. 浙江工业大学, 2014."
18242700,"Compressive strength of concrete at 28 days",8,0.40,0.35,0.00,0.00,0.00,0.00,0.00,850,1250,0.40,440.0,286.0,po42.5,175.0,100,×0.95,GB50081,标养,39.50,"王能. 不同养护条件对粉煤灰混凝土抗碳化性能的影响[D]. 浙江工业大学, 2014."
18242701,"Compressive strength of concrete at 28 days",9,0.35,0.00,0.00,0.00,0.00,0.00,0.00,850,1250,0.40,485.0,485.0,po42.5,170.0,100,×0.95,GB50081,标养,61.50,"王能. 不同养护条件对粉煤灰混凝土抗碳化性能的影响[D]. 浙江工业大学, 2014."
18242702,"Compressive strength of concrete at 28 days",10,0.35,0.15,0.00,0.00,0.00,0.00,0.00,850,1250,0.40,485.0,412.0,po42.5,170.0,100,×0.95,GB50081,标养,58.90,"王能. 不同养护条件对粉煤灰混凝土抗碳化性能的影响[D]. 浙江工业大学, 2014."
18242703,"Compressive strength of concrete at 28 days",11,0.35,0.25,0.00,0.00,0.00,0.00,0.00,850,1250,0.40,485.0,364.0,po42.5,170.0,100,×0.95,GB50081,标养,58.10,"王能. 不同养护条件对粉煤灰混凝土抗碳化性能的影响[D]. 浙江工业大学, 2014."
18242704,"Compressive strength of concrete at 28 days",12,0.35,0.35,0.00,0.00,0.00,0.00,0.00,850,1250,0.40,485.0,315.0,po42.5,170.0,100,×0.95,GB50081,标养,50.60,"王能. 不同养护条件对粉煤灰混凝土抗碳化性能的影响[D]. 浙江工业大学, 2014."
18242705,"Compressive strength of concrete at 28 days",13,0.50,0.00,0.00,0.00,0.00,0.00,0.00,730,1100,0.40,380.0,380.0,po42.5,190.0,100,,GB50081,标养,35.60,"邱洪林, 叶青. 早期标准养护时间对普通混凝土抗碳化能力的影响[J]. 浙江工业大学学报, 2008, 36(4): 436-440."
18242706,"Compressive strength of concrete at 28 days",14,0.50,0.00,0.00,0.00,0.00,0.00,0.00,730,1100,0.40,380.0,380.0,po42.5,190.0,100,,GB50081,标养,36.50,"邱洪林, 叶青. 早期标准养护时间对普通混凝土抗碳化能力的影响[J]. 浙江工业大学学报, 2008, 36(4): 436-440."
18242707,"Compressive strength of concrete at 28 days",15,0.60,0.00,0.00,0.00,0.00,0.00,0.00,782,1081,0.42,317.0,317.0,po42.5,190.0,100,,GB50081,标养,36.20,"阮琦. 早期养护和粉煤灰掺量对普通混凝土碳化性能的影响[D]. 浙江工业大学, 2013."
18242708,"Compressive strength of concrete at 28 days",16,0.58,0.10,0.00,0.00,0.00,0.00,0.00,777,1074,0.42,316.7,285.0,po42.5,190.0,100,,GB50081,标养,36.00,"阮琦. 早期养护和粉煤灰掺量对普通混凝土碳化性能的影响[D]. 浙江工业大学, 2013."
18242709,"Compressive strength of concrete at 28 days",17,0.55,0.20,0.00,0.00,0.00,0.00,0.00,767,1060,0.42,317.5,254.0,po42.5,190.0,100,,GB50081,标养,35.40,"阮琦. 早期养护和粉煤灰掺量对普通混凝土碳化性能的影响[D]. 浙江工业大学, 2013."
18242710,"Compressive strength of concrete at 28 days",18,0.54,0.30,0.00,0.00,0.00,0.00,0.00,762,1053,0.42,317.1,222.0,po42.5,190.0,100,,GB50081,标养,35.10,"阮琦. 早期养护和粉煤灰掺量对普通混凝土碳化性能的影响[D]. 浙江工业大学, 2013."
18242711,"Compressive strength of concrete at 28 days",19,0.52,0.40,0.00,0.00,0.00,0.00,0.00,753,1039,0.42,316.7,190.0,po42.5,190.0,100,,GB50081,标养,34.70,"阮琦. 早期养护和粉煤灰掺量对普通混凝土碳化性能的影响[D]. 浙江工业大学, 2013."
18242712,"Compressive strength of concrete at 28 days",20,0.50,0.50,0.00,0.00,0.00,0.00,0.00,747,1032,0.42,318.0,159.0,po42.5,190.0,100,,GB50081,标养,34.10,"阮琦. 早期养护和粉煤灰掺量对普通混凝土碳化性能的影响[D]. 浙江工业大学, 2013."
18242713,"Compressive strength of concrete at 28 days",21,0.50,0.00,0.00,0.00,0.00,0.00,0.00,764,1056,0.42,380.0,380.0,po42.5,190.0,100,,GB50081,标养,41.60,"阮琦. 早期养护和粉煤灰掺量对普通混凝土碳化性能的影响[D]. 浙江工业大学, 2013."
18242714,"Compressive strength of concrete at 28 days",22,0.48,0.10,0.00,0.00,0.00,0.00,0.00,758,1047,0.42,380.0,342.0,po42.5,190.0,100,,GB50081,标养,40.30,"阮琦. 早期养护和粉煤灰掺量对普通混凝土碳化性能的影响[D]. 浙江工业大学, 2013."
18242715,"Compressive strength of concrete at 28 days",23,0.46,0.20,0.00,0.00,0.00,0.00,0.00,748,1032,0.42,380.0,304.0,po42.5,190.0,100,,GB50081,标养,40.00,"阮琦. 早期养护和粉煤灰掺量对普通混凝土碳化性能的影响[D]. 浙江工业大学, 2013."
18242716,"Compressive strength of concrete at 28 days",24,0.45,0.30,0.00,0.00,0.00,0.00,0.00,741,1024,0.42,380.0,266.0,po42.5,190.0,100,,GB50081,标养,38.90,"阮琦. 早期养护和粉煤灰掺量对普通混凝土碳化性能的影响[D]. 浙江工业大学, 2013."
18242717,"Compressive strength of concrete at 28 days",25,0.43,0.40,0.00,0.00,0.00,0.00,0.00,731,1009,0.42,380.0,228.0,po42.5,190.0,100,,GB50081,标养,37.20,"阮琦. 早期养护和粉煤灰掺量对普通混凝土碳化性能的影响[D]. 浙江工业大学, 2013."
18242718,"Compressive strength of concrete at 28 days",26,0.42,0.50,0.00,0.00,0.00,0.00,0.00,724,1001,0.42,380.0,190.0,po42.5,190.0,100,,GB50081,标养,36.90,"阮琦. 早期养护和粉煤灰掺量对普通混凝土碳化性能的影响[D]. 浙江工业大学, 2013."
18242719,"Compressive strength of concrete at 28 days",27,0.40,0.00,0.00,0.00,0.00,0.00,0.00,733,1012,0.42,475.0,475.0,po42.5,190.0,100,,GB50081,标养,52.50,"阮琦. 早期养护和粉煤灰掺量对普通混凝土碳化性能的影响[D]. 浙江工业大学, 2013."
18242720,"Compressive strength of concrete at 28 days",28,0.38,0.10,0.00,0.00,0.00,0.00,0.00,724,1001,0.42,475.6,428.0,po42.5,190.0,100,,GB50081,标养,53.10,"阮琦. 早期养护和粉煤灰掺量对普通混凝土碳化性能的影响[D]. 浙江工业大学, 2013."
18242721,"Compressive strength of concrete at 28 days",29,0.37,0.20,0.00,0.00,0.00,0.00,0.00,713,984,0.42,475.0,380.0,po42.5,190.0,100,,GB50081,标养,51.70,"阮琦. 早期养护和粉煤灰掺量对普通混凝土碳化性能的影响[D]. 浙江工业大学, 2013."
18242722,"Compressive strength of concrete at 28 days",30,0.35,0.30,0.00,0.00,0.00,0.00,0.00,705,973,0.42,474.3,332.0,po42.5,190.0,100,,GB50081,标养,50.30,"阮琦. 早期养护和粉煤灰掺量对普通混凝土碳化性能的影响[D]. 浙江工业大学, 2013."
18242723,"Compressive strength of concrete at 28 days",31,0.34,0.40,0.00,0.00,0.00,0.00,0.00,693,956,0.42,475.0,285.0,po42.5,190.0,100,,GB50081,标养,49.70,"阮琦. 早期养护和粉煤灰掺量对普通混凝土碳化性能的影响[D]. 浙江工业大学, 2013."
18242724,"Compressive strength of concrete at 28 days",32,0.33,0.50,0.00,0.00,0.00,0.00,0.00,684,945,0.42,476.0,238.0,po42.5,190.0,100,,GB50081,标养,48.10,"阮琦. 早期养护和粉煤灰掺量对普通混凝土碳化性能的影响[D]. 浙江工业大学, 2013."
18242725,"Compressive strength of concrete at 28 days",33,0.60,0.00,0.00,0.00,0.00,0.00,0.00,782,1081,0.42,317.0,317.0,po52.5,190.0,100,,GB50081,标养,38.70,"阮琦. 早期养护和粉煤灰掺量对普通混凝土碳化性能的影响[D]. 浙江工业大学, 2013."
18242726,"Compressive strength of concrete at 28 days",34,0.58,0.10,0.00,0.00,0.00,0.00,0.00,777,1074,0.42,316.7,285.0,po52.5,190.0,100,,GB50081,标养,37.70,"阮琦. 早期养护和粉煤灰掺量对普通混凝土碳化性能的影响[D]. 浙江工业大学, 2013."
18242727,"Compressive strength of concrete at 28 days",35,0.55,0.20,0.00,0.00,0.00,0.00,0.00,767,1060,0.42,317.5,254.0,po52.5,190.0,100,,GB50081,标养,36.10,"阮琦. 早期养护和粉煤灰掺量对普通混凝土碳化性能的影响[D]. 浙江工业大学, 2013."
18242728,"Compressive strength of concrete at 28 days",36,0.54,0.30,0.00,0.00,0.00,0.00,0.00,762,1053,0.42,317.1,222.0,po52.5,190.0,100,,GB50081,标养,35.70,"阮琦. 早期养护和粉煤灰掺量对普通混凝土碳化性能的影响[D]. 浙江工业大学, 2013."
18242729,"Compressive strength of concrete at 28 days",37,0.52,0.40,0.00,0.00,0.00,0.00,0.00,753,1039,0.42,316.7,190.0,po52.5,190.0,100,,GB50081,标养,35.00,"阮琦. 早期养护和粉煤灰掺量对普通混凝土碳化性能的影响[D]. 浙江工业大学, 2013."
18242730,"Compressive strength of concrete at 28 days",38,0.50,0.50,0.00,0.00,0.00,0.00,0.00,747,1032,0.42,318.0,159.0,po52.5,190.0,100,,GB50081,标养,34.60,"阮琦. 早期养护和粉煤灰掺量对普通混凝土碳化性能的影响[D]. 浙江工业大学, 2013."
18242731,"Compressive strength of concrete at 28 days",39,0.50,0.00,0.00,0.00,0.00,0.00,0.00,764,1056,0.42,380.0,380.0,po52.5,190.0,100,,GB50081,标养,44.20,"阮琦. 早期养护和粉煤灰掺量对普通混凝土碳化性能的影响[D]. 浙江工业大学, 2013."
18242732,"Compressive strength of concrete at 28 days",40,0.48,0.10,0.00,0.00,0.00,0.00,0.00,758,1047,0.42,380.0,342.0,po52.5,190.0,100,,GB50081,标养,42.20,"阮琦. 早期养护和粉煤灰掺量对普通混凝土碳化性能的影响[D]. 浙江工业大学, 2013."
18242733,"Compressive strength of concrete at 28 days",41,0.46,0.20,0.00,0.00,0.00,0.00,0.00,748,1032,0.42,380.0,304.0,po52.5,190.0,100,,GB50081,标养,41.50,"阮琦. 早期养护和粉煤灰掺量对普通混凝土碳化性能的影响[D]. 浙江工业大学, 2013."
18242734,"Compressive strength of concrete at 28 days",42,0.45,0.30,0.00,0.00,0.00,0.00,0.00,741,1024,0.42,380.0,266.0,po52.5,190.0,100,,GB50081,标养,41.00,"阮琦. 早期养护和粉煤灰掺量对普通混凝土碳化性能的影响[D]. 浙江工业大学, 2013."
18242735,"Compressive strength of concrete at 28 days",43,0.43,0.40,0.00,0.00,0.00,0.00,0.00,731,1009,0.42,380.0,228.0,po52.5,190.0,100,,GB50081,标养,39.10,"阮琦. 早期养护和粉煤灰掺量对普通混凝土碳化性能的影响[D]. 浙江工业大学, 2013."
18242736,"Compressive strength of concrete at 28 days",44,0.42,0.50,0.00,0.00,0.00,0.00,0.00,724,1001,0.42,380.0,190.0,po52.5,190.0,100,,GB50081,标养,38.00,"阮琦. 早期养护和粉煤灰掺量对普通混凝土碳化性能的影响[D]. 浙江工业大学, 2013."
18242737,"Compressive strength of concrete at 28 days",45,0.40,0.00,0.00,0.00,0.00,0.00,0.00,733,1012,0.42,475.0,475.0,po52.5,190.0,100,,GB50081,标养,59.80,"阮琦. 早期养护和粉煤灰掺量对普通混凝土碳化性能的影响[D]. 浙江工业大学, 2013."
18242738,"Compressive strength of concrete at 28 days",46,0.38,0.10,0.00,0.00,0.00,0.00,0.00,724,1001,0.42,475.6,428.0,po52.5,190.0,100,,GB50081,标养,60.90,"阮琦. 早期养护和粉煤灰掺量对普通混凝土碳化性能的影响[D]. 浙江工业大学, 2013."
18242739,"Compressive strength of concrete at 28 days",47,0.37,0.20,0.00,0.00,0.00,0.00,0.00,713,984,0.42,475.0,380.0,po52.5,190.0,100,,GB50081,标养,59.50,"阮琦. 早期养护和粉煤灰掺量对普通混凝土碳化性能的影响[D]. 浙江工业大学, 2013."
18242740,"Compressive strength of concrete at 28 days",48,0.35,0.30,0.00,0.00,0.00,0.00,0.00,705,973,0.42,474.3,332.0,po52.5,190.0,100,,GB50081,标养,58.50,"阮琦. 早期养护和粉煤灰掺量对普通混凝土碳化性能的影响[D]. 浙江工业大学, 2013."
18242741,"Compressive strength of concrete at 28 days",49,0.34,0.40,0.00,0.00,0.00,0.00,0.00,693,956,0.42,475.0,285.0,po52.5,190.0,100,,GB50081,标养,57.40,"阮琦. 早期养护和粉煤灰掺量对普通混凝土碳化性能的影响[D]. 浙江工业大学, 2013."
18242742,"Compressive strength of concrete at 28 days",50,0.33,0.50,0.00,0.00,0.00,0.00,0.00,684,945,0.42,476.0,238.0,po52.5,190.0,100,,GB50081,标养,56.20,"阮琦. 早期养护和粉煤灰掺量对普通混凝土碳化性能的影响[D]. 浙江工业大学, 2013."
18242743,"Compressive strength of concrete at 28 days",51,0.60,0.00,0.00,0.00,0.00,0.00,0.00,,,0.38,270.0,270.0,PI52.5,160.0,,,GB50081,标养,46.80,"陈立亭. 混凝土碳化模型及其参数研究[D]. 西安: 西安建筑科技大学, 2007."
18242744,"Compressive strength of concrete at 28 days",52,0.50,0.00,0.00,0.00,0.00,0.00,0.00,,,0.38,320.0,320.0,PI52.5,160.0,,,GB50081,标养,51.20,"陈立亭. 混凝土碳化模型及其参数研究[D]. 西安: 西安建筑科技大学, 2007."
18242745,"Compressive strength of concrete at 28 days",53,0.40,0.00,0.00,0.00,0.00,0.00,0.00,,,0.38,400.0,400.0,PI52.5,160.0,,,GB50081,标养,54.90,"陈立亭. 混凝土碳化模型及其参数研究[D]. 西安: 西安建筑科技大学, 2007."
18242746,"Compressive strength of concrete at 28 days",54,0.35,0.00,0.00,0.00,0.00,0.00,0.00,,,0.38,460.0,460.0,PI52.5,160.0,,,GB50081,标养,58.00,"陈立亭. 混凝土碳化模型及其参数研究[D]. 西安: 西安建筑科技大学, 2007."
18242747,"Compressive strength of concrete at 28 days",55,0.60,0.00,0.00,0.00,0.00,0.00,0.00,,,0.38,270.0,270.0,PI52.5,160.0,,,GB50081,标养,46.80,"陈立亭. 混凝土碳化模型及其参数研究[D]. 西安: 西安建筑科技大学, 2007."
18242748,"Compressive strength of concrete at 28 days",56,0.60,0.00,0.00,0.00,0.00,0.00,0.00,,,0.38,320.0,320.0,PI52.5,192.0,,,GB50081,标养,40.20,"陈立亭. 混凝土碳化模型及其参数研究[D]. 西安: 西安建筑科技大学, 2007."
18242749,"Compressive strength of concrete at 28 days",57,0.60,0.00,0.00,0.00,0.00,0.00,0.00,,,0.38,370.0,370.0,PI52.5,222.0,,,GB50081,标养,36.50,"陈立亭. 混凝土碳化模型及其参数研究[D]. 西安: 西安建筑科技大学, 2007."
18242750,"Compressive strength of concrete at 28 days",58,0.60,0.00,0.00,0.00,0.00,0.00,0.00,,,0.38,420.0,420.0,PI52.5,252.0,,,GB50081,标养,35.20,"陈立亭. 混凝土碳化模型及其参数研究[D]. 西安: 西安建筑科技大学, 2007."
18242751,"Compressive strength of concrete at 28 days",59,0.60,0.10,0.00,0.00,0.00,0.00,0.00,,,0.38,270.0,243.0,PI52.5,160.0,,,GB50081,标养,43.50,"陈立亭. 混凝土碳化模型及其参数研究[D]. 西安: 西安建筑科技大学, 2007."
18242752,"Compressive strength of concrete at 28 days",60,0.60,0.30,0.00,0.00,0.00,0.00,0.00,,,0.38,270.0,189.0,PI52.5,160.0,,,GB50081,标养,33.40,"陈立亭. 混凝土碳化模型及其参数研究[D]. 西安: 西安建筑科技大学, 2007."
18242753,"Compressive strength of concrete at 28 days",61,0.60,0.50,0.00,0.00,0.00,0.00,0.00,,,0.38,270.0,135.0,PI52.5,160.0,,,GB50081,标养,31.10,"陈立亭. 混凝土碳化模型及其参数研究[D]. 西安: 西安建筑科技大学, 2007."
18242754,"Compressive strength of concrete at 28 days",62,0.60,0.30,0.00,0.00,0.00,0.00,0.00,,,0.38,270.0,189.0,PI52.5,160.0,,,GB50081,标养,47.80,"陈立亭. 混凝土碳化模型及其参数研究[D]. 西安: 西安建筑科技大学, 2007."
18242755,"Compressive strength of concrete at 28 days",63,0.60,0.00,0.00,0.00,0.00,0.00,0.00,,,0.38,270.0,270.0,PI52.5,160.0,,,GB50081,标养,46.80,"陈立亭. 混凝土碳化模型及其参数研究[D]. 西安: 西安建筑科技大学, 2007."
18242756,"Compressive strength of concrete at 28 days",64,0.60,0.00,0.00,0.00,0.00,0.00,0.00,,,0.38,270.0,270.0,PI52.5,160.0,,,GB50081,标养,46.80,"陈立亭. 混凝土碳化模型及其参数研究[D]. 西安: 西安建筑科技大学, 2007."
18242757,"Compressive strength of concrete at 28 days",65,0.60,0.00,0.00,0.00,0.00,0.00,0.00,,,0.38,270.0,270.0,PI52.5,160.0,,,GB50081,标养,46.80,"陈立亭. 混凝土碳化模型及其参数研究[D]. 西安: 西安建筑科技大学, 2007."
18242758,"Compressive strength of concrete at 28 days",66,0.40,0.00,0.00,0.00,0.00,0.00,0.00,,,0.35,300.0,300.0,po32.5,120.0,150,,"SL-352-2006以及SL/T 191-1996",标养,31.70,"杨毅. 混凝土碳化深度数值模型的分析研究 [D]. 西北农林科技大学, 2014."
18242759,"Compressive strength of concrete at 28 days",67,0.30,0.00,0.00,0.00,0.00,0.00,0.00,,,0.32,400.0,400.0,po32.5,120.0,150,,"SL-352-2006以及SL/T 191-1996",标养,43.50,"杨毅. 混凝土碳化深度数值模型的分析研究 [D]. 西北农林科技大学, 2014."
18242760,"Compressive strength of concrete at 28 days",68,0.40,0.00,0.00,0.00,0.00,0.00,0.00,,,0.33,400.0,400.0,po32.5,160.0,150,,"SL-352-2006以及SL/T 191-1996",标养,39.90,"杨毅. 混凝土碳化深度数值模型的分析研究 [D]. 西北农林科技大学, 2014."
18242761,"Compressive strength of concrete at 28 days",69,0.50,0.00,0.00,0.00,0.00,0.00,0.00,,,0.36,400.0,400.0,po32.5,200.0,150,,"SL-352-2006以及SL/T 191-1996",标养,26.70,"杨毅. 混凝土碳化深度数值模型的分析研究 [D]. 西北农林科技大学, 2014."
18242762,"Compressive strength of concrete at 28 days",70,0.50,0.00,0.00,0.00,0.00,0.00,0.00,,,0.37,400.0,400.0,po32.5,200.0,150,,"SL-352-2006以及SL/T 191-1996",标养,22.70,"杨毅. 混凝土碳化深度数值模型的分析研究 [D]. 西北农林科技大学, 2014."
18242763,"Compressive strength of concrete at 28 days",71,0.50,0.00,0.00,0.00,0.00,0.00,0.00,,,0.34,500.0,500.0,po32.5,250.0,150,,"SL-352-2006以及SL/T 191-1996",标养,22.30,"杨毅. 混凝土碳化深度数值模型的分析研究 [D]. 西北农林科技大学, 2014."
18242764,"Compressive strength of concrete at 28 days",72,0.50,0.00,0.00,0.00,0.00,0.00,0.00,,,0.34,400.0,400.0,po32.5,200.0,150,,"SL-352-2006以及SL/T 191-1996",标养,22.00,"杨毅. 混凝土碳化深度数值模型的分析研究 [D]. 西北农林科技大学, 2014."
18242765,"Compressive strength of concrete at 28 days",73,0.50,0.00,0.00,0.00,0.00,0.00,0.00,,,0.34,300.0,300.0,po32.5,150.0,150,,"SL-352-2006以及SL/T 191-1996",标养,21.90,"杨毅. 混凝土碳化深度数值模型的分析研究 [D]. 西北农林科技大学, 2014."
18242766,"Compressive strength of concrete at 28 days",74,0.50,0.00,0.00,0.00,0.00,0.00,0.00,,,0.34,200.0,200.0,po32.5,100.0,150,,"SL-352-2006以及SL/T 191-1996",标养,20.00,"杨毅. 混凝土碳化深度数值模型的分析研究 [D]. 西北农林科技大学, 2014."
18242767,"Compressive strength of concrete at 28 days",75,0.40,0.00,0.00,0.00,0.00,0.00,0.00,,,0.33,340.0,340.0,po32.5,136.0,150,,"SL-352-2006以及SL/T 191-1996",标养,34.20,"杨毅. 混凝土碳化深度数值模型的分析研究 [D]. 西北农林科技大学, 2014."
18242768,"Compressive strength of concrete at 28 days",76,0.40,0.00,0.00,0.00,0.00,0.00,0.00,,,0.35,400.0,400.0,po32.5,160.0,150,,"SL-352-2006以及SL/T 191-1996",标养,35.40,"杨毅. 混凝土碳化深度数值模型的分析研究 [D]. 西北农林科技大学, 2014."
18242769,"Compressive strength of concrete at 28 days",77,0.50,0.00,0.00,0.00,0.00,0.00,0.00,,,0.36,245.0,245.0,po32.5,122.5,150,,"SL-352-2006以及SL/T 191-1996",标养,27.70,"杨毅. 混凝土碳化深度数值模型的分析研究 [D]. 西北农林科技大学, 2014."
18242770,"Compressive strength of concrete at 28 days",78,0.40,0.10,0.00,0.00,0.00,0.00,0.00,,,0.38,450.0,405.0,po42.5,180.0,100,,,标养,48.30,"张科迪. 矿渣微粉对混凝土力学和耐久性能的影响[D]. 浙江工业大学, 2014."
18242771,"Compressive strength of concrete at 28 days",79,0.40,0.10,0.00,0.10,0.00,0.00,0.00,,,0.38,450.0,360.0,po42.5,180.0,100,,,标养,49.90,"张科迪. 矿渣微粉对混凝土力学和耐久性能的影响[D]. 浙江工业大学, 2014."
18242772,"Compressive strength of concrete at 28 days",80,0.40,0.10,0.00,0.20,0.00,0.00,0.00,,,0.38,450.0,315.0,po42.5,180.0,100,,,标养,51.70,"张科迪. 矿渣微粉对混凝土力学和耐久性能的影响[D]. 浙江工业大学, 2014."
18242773,"Compressive strength of concrete at 28 days",81,0.40,0.10,0.00,0.30,0.00,0.00,0.00,,,0.38,450.0,270.0,po42.5,180.0,100,,,标养,50.60,"张科迪. 矿渣微粉对混凝土力学和耐久性能的影响[D]. 浙江工业大学, 2014."
18242774,"Compressive strength of concrete at 28 days",82,0.40,0.10,0.00,0.40,0.00,0.00,0.00,,,0.38,450.0,225.0,po42.5,180.0,100,,,标养,49.30,"张科迪. 矿渣微粉对混凝土力学和耐久性能的影响[D]. 浙江工业大学, 2014."
18242775,"Compressive strength of concrete at 28 days",83,0.40,0.10,0.00,0.50,0.00,0.00,0.00,,,0.38,450.0,180.0,po42.5,180.0,100,,,标养,47.10,"张科迪. 矿渣微粉对混凝土力学和耐久性能的影响[D]. 浙江工业大学, 2014."
18242776,"Compressive strength of concrete at 28 days",84,0.40,0.00,0.00,0.00,0.00,0.00,0.00,697,1103,0.39,400.0,400.0,PII42.5,160.0,,,,标养,41.60,"张亚梅, 明静. 3% 与 20% CO_2 体积分数下混凝土加速碳化试验研究[J]. 建筑材料学报, 2012, 15(5): 684-689."
18242777,"Compressive strength of concrete at 28 days",85,0.35,0.00,0.00,0.00,0.00,0.00,0.00,715,1167,0.38,405.0,405.0,PII42.5,142.0,,,,标养,52.80,"张亚梅, 明静. 3% 与 20% CO_2 体积分数下混凝土加速碳化试验研究[J]. 建筑材料学报, 2012, 15(5): 684-689."
18242778,"Compressive strength of concrete at 28 days",86,0.35,0.30,0.00,0.00,0.00,0.00,0.00,715,1167,0.38,405.0,283.5,PII42.5,142.0,,,,标养,44.70,"张亚梅, 明静. 3% 与 20% CO_2 体积分数下混凝土加速碳化试验研究[J]. 建筑材料学报, 2012, 15(5): 684-689."
18242779,"Compressive strength of concrete at 28 days",87,0.35,0.00,0.00,0.40,0.00,0.00,0.00,715,1167,0.38,405.0,243.0,PII42.5,142.0,,,,标养,46.20,"张亚梅, 明静. 3% 与 20% CO_2 体积分数下混凝土加速碳化试验研究[J]. 建筑材料学报, 2012, 15(5): 684-689."
18242780,"Compressive strength of concrete at 28 days",88,0.35,0.30,0.00,0.30,0.00,0.00,0.00,715,1167,0.38,405.0,162.0,PII42.5,142.0,,,,标养,46.30,"张亚梅, 明静. 3% 与 20% CO_2 体积分数下混凝土加速碳化试验研究[J]. 建筑材料学报, 2012, 15(5): 684-689."
18242781,"Compressive strength of concrete at 28 days",89,0.45,0.00,0.00,0.00,0.00,0.00,0.00,744,1140,0.39,356.0,356.0,po42.5,160.0,,,,标养,39.10,"李广智, 张振, 杨慧, 等. 大掺量磨细矿渣技术在南水北调中线的应用研究[J]. 水利水电工程设计, 2008, 27(2): 43-46."
18242782,"Compressive strength of concrete at 28 days",90,0.45,0.00,0.00,0.40,0.00,0.00,0.00,744,1140,0.39,356.7,214.0,po42.5,160.0,,,,标养,37.90,"李广智, 张振, 杨慧, 等. 大掺量磨细矿渣技术在南水北调中线的应用研究[J]. 水利水电工程设计, 2008, 27(2): 43-46."
18242783,"Compressive strength of concrete at 28 days",91,0.45,0.00,0.00,0.50,0.00,0.00,0.00,744,1140,0.39,356.0,178.0,po42.5,160.0,,,,标养,37.00,"李广智, 张振, 杨慧, 等. 大掺量磨细矿渣技术在南水北调中线的应用研究[J]. 水利水电工程设计, 2008, 27(2): 43-46."
18242784,"Compressive strength of concrete at 28 days",92,0.45,0.00,0.00,0.60,0.00,0.00,0.00,744,1140,0.39,355.0,142.0,po42.5,160.0,,,,标养,36.20,"李广智, 张振, 杨慧, 等. 大掺量磨细矿渣技术在南水北调中线的应用研究[J]. 水利水电工程设计, 2008, 27(2): 43-46."
18242785,"Compressive strength of concrete at 28 days",93,0.45,0.00,0.00,0.70,0.00,0.00,0.00,744,1140,0.39,356.7,107.0,po42.5,160.0,,,,标养,33.00,"李广智, 张振, 杨慧, 等. 大掺量磨细矿渣技术在南水北调中线的应用研究[J]. 水利水电工程设计, 2008, 27(2): 43-46."
18242786,"Compressive strength of concrete at 28 days",94,0.45,0.00,0.00,0.00,0.00,0.00,0.00,744,1140,0.39,356.0,356.0,pii42.5,160.0,,,,标养,47.60,"李广智, 张振, 杨慧, 等. 大掺量磨细矿渣技术在南水北调中线的应用研究[J]. 水利水电工程设计, 2008, 27(2): 43-46."
